age,edu,gender,housing,income,job_occupation,past_bad_credit,married,loan_amount,debt_to_income,credit_history_years,default_label
64,high_school,female,own,28141.96,public_sector,0,1,10220.21,0.37,0.0,0
42,high_school,female,own,34951.71,self_employed,0,0,1900.13,0.01,3.0,0
25,phd,female,own,19483.83,salary_worker,0,0,5379.71,0.46,21.5,1
37,bachelor,female,mortgage,18997.19,public_sector,0,0,11286.48,0.6,8.1,0
60,bachelor,male,rent,28583.02,self_employed,0,0,6824.21,0.24,0.0,0
47,bachelor,female,mortgage,16793.43,self_employed,1,0,13998.65,0.38,17.0,0
49,master,male,rent,12294.72,salary_worker,0,1,2372.61,0.64,2.2,0
42,master,female,mortgage,28536.48,salary_worker,0,0,5408.7,0.35,9.8,0
35,high_school,female,own,23191.39,salary_worker,0,0,10394.28,0.39,2.9,0
50,bachelor,male,rent,,,0,0,10322.77,0.67,16.3,0
52,high_school,female,mortgage,30775.73,salary_worker,0,1,10767.79,0.71,1.8,0
65,bachelor,female,mortgage,32772.26,salary_worker,0,0,9082.74,0.15,5.2,0
51,high_school,female,own,22641.71,salary_worker,0,1,4318.79,0.27,11.7,0
70,high_school,male,rent,14688.19,salary_worker,0,1,5278.97,0.5,5.3,0
62,phd,female,own,18263.06,student,0,1,28969.87,0.43,9.4,0
24,master,male,mortgage,31673.44,self_employed,0,0,4053.53,0.47,10.8,0
40,high_school,male,rent,25884.02,salary_worker,0,1,3719.84,0.01,8.2,1
40,phd,male,mortgage,19007.87,public_sector,0,0,11777.43,0.01,3.1,0
21,high_school,female,rent,17103.29,self_employed,0,0,4525.13,0.66,4.4,1
30,bachelor,male,mortgage,32145.26,salary_worker,1,0,21714.11,0.48,6.0,0
59,master,female,own,,self_employed,0,0,36459.07,0.4,9.8,0
38,high_school,male,rent,34156.99,salary_worker,0,0,7097.4,0.12,10.7,0
28,bachelor,male,mortgage,36159.72,self_employed,0,0,9606.53,0.27,8.3,0
35,bachelor,female,rent,21146.34,salary_worker,0,0,2970.36,0.44,10.3,0
34,high_school,female,mortgage,37322.12,self_employed,0,0,14290.97,0.09,1.1,0
29,bachelor,male,rent,25907.41,salary_worker,0,0,2365.51,0.21,8.7,0
26,high_school,male,rent,27460.15,salary_worker,0,0,3878.7,,7.2,0
59,bachelor,male,mortgage,9091.21,public_sector,1,0,8649.23,0.45,9.5,0
62,high_school,male,mortgage,15726.23,salary_worker,0,1,10951.28,0.25,10.5,0
45,high_school,male,rent,16114.71,salary_worker,0,0,3582.64,0.52,3.3,0
51,bachelor,male,own,21091.08,salary_worker,0,0,6012.56,,7.1,0
66,high_school,male,rent,25628.44,public_sector,0,1,3249.11,0.02,12.8,0
63,bachelor,female,mortgage,26104.49,self_employed,0,1,6806.51,0.63,8.7,0
22,bachelor,male,rent,27683.34,public_sector,0,0,5216.52,0.55,7.1,0
68,master,male,own,17886.02,self_employed,0,1,5712.24,0.38,2.6,0
24,high_school,female,rent,33226.84,student,0,0,11593.14,0.32,9.7,0
22,master,female,mortgage,54950.05,salary_worker,0,0,9460.33,0.48,1.9,0
41,bachelor,female,mortgage,20764.58,public_sector,0,0,11033.07,0.44,6.8,0
58,high_school,female,mortgage,18058.09,salary_worker,0,0,7547.26,0.29,5.5,0
25,master,male,own,17882.91,salary_worker,0,0,12019.83,0.63,9.1,1
35,bachelor,female,rent,25297.49,public_sector,0,1,7948.17,0.01,5.1,0
34,bachelor,male,rent,,student,1,0,6184.11,0.22,6.2,0
40,bachelor,female,mortgage,11174.08,public_sector,0,0,11090.16,0.42,3.9,0
70,bachelor,male,rent,12637.98,salary_worker,0,1,6419.64,0.33,6.5,0
37,phd,male,own,38525.88,self_employed,0,0,6760.02,0.47,8.4,0
31,bachelor,male,own,43338.96,salary_worker,0,0,14582.08,0.09,6.1,0
27,master,male,mortgage,50008.6,self_employed,0,0,13845.95,0.29,6.2,0
30,bachelor,female,own,,salary_worker,0,0,6881.38,0.55,8.2,0
27,master,male,own,15585.44,salary_worker,0,0,13096.12,,11.5,0
49,phd,male,mortgage,19988.11,salary_worker,0,0,4011.84,0.3,,0
42,high_school,female,mortgage,12442.53,retired,0,1,6903.36,0.24,2.3,0
45,,male,own,12228.79,salary_worker,0,0,5358.88,0.41,10.6,0
62,bachelor,female,mortgage,,salary_worker,1,1,8095.29,0.41,13.0,1
50,bachelor,male,own,31025.2,salary_worker,0,0,12137.1,0.36,10.3,0
28,bachelor,female,own,58763.02,self_employed,0,0,10999.69,0.29,0.0,0
39,master,male,rent,23449.58,salary_worker,1,1,10206.67,0.35,8.6,1
36,master,female,mortgage,13213.24,public_sector,0,0,8739.61,0.31,13.0,0
62,high_school,female,mortgage,23043.43,salary_worker,0,1,7423.06,0.33,5.7,0
36,bachelor,female,rent,21437.42,salary_worker,0,1,15688.03,0.6,19.1,1
27,high_school,male,rent,19515.14,salary_worker,0,0,3461.34,,0.0,0
57,bachelor,female,mortgage,28415.42,salary_worker,1,0,5615.45,0.4,8.1,0
42,high_school,male,rent,14093.76,public_sector,0,0,10159.91,0.17,10.4,0
25,,male,mortgage,25817.93,salary_worker,0,0,18776.0,0.69,8.2,0
55,bachelor,male,mortgage,32637.05,public_sector,0,1,6699.51,0.36,8.1,0
31,bachelor,female,own,46114.47,salary_worker,0,0,7019.79,0.11,3.3,0
64,bachelor,male,rent,27991.86,salary_worker,0,0,3986.0,0.3,5.2,0
62,high_school,male,own,38925.48,salary_worker,0,0,6015.92,0.08,9.8,0
39,,female,own,,self_employed,0,1,11962.44,0.23,0.0,0
48,high_school,female,own,21227.85,salary_worker,0,0,19314.5,0.45,11.1,0
49,phd,male,mortgage,44646.5,self_employed,0,1,6895.97,0.59,7.0,0
53,master,female,mortgage,13131.73,public_sector,0,1,5221.63,0.53,9.7,0
24,high_school,female,rent,20304.28,salary_worker,1,0,8419.98,0.32,10.9,0
37,high_school,female,mortgage,40449.15,salary_worker,0,1,3333.99,0.44,22.4,0
29,bachelor,male,rent,22136.87,salary_worker,0,0,15987.62,0.49,13.1,0
55,bachelor,male,mortgage,21407.12,salary_worker,0,1,4117.89,0.74,2.7,0
24,high_school,male,rent,21603.28,salary_worker,0,0,9629.49,0.23,16.1,0
46,high_school,male,own,25660.76,self_employed,0,1,9551.44,0.61,0.0,0
57,high_school,female,own,39685.36,,0,0,11444.42,0.14,5.7,0
68,high_school,female,rent,36897.69,public_sector,0,1,9326.13,0.55,8.2,0
35,high_school,female,mortgage,24468.84,salary_worker,0,0,8115.18,0.23,6.2,0
21,high_school,female,rent,39798.12,self_employed,0,0,10257.14,0.22,8.6,0
57,bachelor,female,rent,28390.41,public_sector,0,1,12824.07,0.29,6.8,0
21,bachelor,male,own,35832.27,salary_worker,0,0,21764.84,0.2,12.6,0
24,high_school,female,own,15324.89,public_sector,0,0,4418.76,0.42,5.6,0
70,bachelor,female,rent,53228.47,self_employed,0,0,2946.94,0.56,7.0,0
64,bachelor,female,rent,26878.87,self_employed,0,1,3460.64,0.01,14.6,0
56,master,female,rent,7067.49,salary_worker,0,0,2989.01,0.31,11.4,0
62,phd,female,mortgage,51368.85,self_employed,0,1,4188.82,0.14,6.8,0
24,high_school,female,own,24398.45,self_employed,1,0,3906.37,0.5,9.4,0
25,master,female,rent,20374.26,salary_worker,0,0,6444.6,0.6,,0
36,bachelor,male,own,18535.49,salary_worker,1,0,12969.0,0.31,2.0,0
22,bachelor,male,mortgage,29666.56,salary_worker,0,0,11436.52,0.21,3.2,0
65,high_school,male,mortgage,,self_employed,0,1,5754.7,0.05,5.2,0
23,high_school,male,rent,18777.08,salary_worker,1,0,6034.68,0.69,8.4,0
48,high_school,male,mortgage,18981.21,retired,0,1,24487.72,0.58,11.4,0
63,phd,male,rent,21343.21,student,0,0,11238.85,0.01,4.4,0
57,bachelor,male,rent,19305.71,student,0,1,8910.53,0.46,,0
32,high_school,male,mortgage,35730.73,salary_worker,0,0,8663.08,0.14,2.3,0
44,bachelor,female,mortgage,27501.01,self_employed,0,1,6911.31,0.25,3.7,0
48,high_school,female,rent,29052.7,retired,0,0,24385.06,0.12,4.9,0
59,high_school,female,mortgage,,public_sector,1,0,7299.67,0.01,0.0,0
42,bachelor,female,mortgage,23344.29,salary_worker,0,1,8796.53,0.33,5.3,0
35,,male,mortgage,15380.58,public_sector,0,1,3271.98,0.68,3.3,0
60,master,female,mortgage,54848.36,self_employed,0,1,5710.14,0.17,6.8,0
65,bachelor,male,own,36952.57,public_sector,0,1,5985.56,0.5,14.3,0
45,bachelor,male,mortgage,50300.59,student,0,0,10587.84,0.53,1.1,0
22,master,male,rent,38775.44,student,0,0,5290.3,0.47,11.6,0
46,high_school,female,own,19788.04,self_employed,1,0,8321.28,0.7,14.2,1
65,bachelor,female,rent,8462.58,salary_worker,0,1,5805.17,0.51,11.4,0
70,bachelor,female,mortgage,14001.32,self_employed,0,1,4423.33,0.66,8.9,0
41,high_school,male,rent,32416.89,public_sector,0,0,4325.53,0.13,12.8,0
28,high_school,male,own,23253.56,self_employed,0,0,7366.01,0.47,10.0,0
49,high_school,male,mortgage,20152.18,salary_worker,0,1,8575.67,0.61,11.9,0
62,high_school,male,rent,7918.85,self_employed,0,1,7284.11,0.2,8.0,0
68,bachelor,male,rent,24199.63,self_employed,0,1,5125.2,0.01,3.3,0
23,high_school,male,rent,14960.96,student,0,0,7511.83,0.11,12.2,0
35,bachelor,female,mortgage,17571.4,public_sector,0,0,6785.26,0.21,17.9,0
44,high_school,female,rent,35687.18,salary_worker,0,0,4568.65,0.44,6.1,0
25,high_school,female,own,15319.57,self_employed,0,0,8481.96,0.24,7.6,0
65,high_school,male,own,15991.94,self_employed,0,1,21931.51,0.34,7.9,0
26,high_school,male,mortgage,26463.22,self_employed,0,0,7463.12,0.23,1.6,0
54,phd,male,mortgage,36046.42,salary_worker,0,0,3627.89,0.32,4.1,0
66,high_school,male,rent,20308.25,,0,1,18173.13,0.33,8.7,0
55,high_school,male,mortgage,47110.3,public_sector,0,1,16178.15,0.23,7.1,0
59,high_school,female,mortgage,13692.44,self_employed,0,0,17816.67,0.49,7.6,0
34,high_school,female,mortgage,12653.32,retired,1,0,7917.1,0.59,7.6,0
62,bachelor,male,own,,student,0,1,5266.1,0.13,7.0,0
41,master,male,rent,11574.01,public_sector,0,0,4958.39,0.38,4.4,0
24,high_school,male,mortgage,28323.5,retired,0,0,15179.08,0.08,9.2,0
39,bachelor,female,own,15677.7,self_employed,0,1,19598.99,0.02,8.8,1
38,bachelor,male,rent,12905.56,retired,1,0,4884.37,0.53,4.0,0
47,master,male,rent,28880.11,retired,0,0,2026.25,0.7,9.2,0
34,bachelor,male,rent,35269.62,self_employed,0,0,8024.2,0.28,5.0,0
44,high_school,female,own,39061.25,salary_worker,0,1,4927.85,0.67,10.1,0
42,bachelor,male,rent,36093.86,salary_worker,1,0,5491.76,0.22,7.3,0
37,master,male,mortgage,16104.49,self_employed,1,0,7108.02,0.3,9.1,0
55,bachelor,male,mortgage,27563.31,,0,1,10152.05,0.64,8.2,0
36,phd,male,rent,30442.42,self_employed,1,0,5273.61,0.18,7.3,0
59,master,male,rent,,public_sector,0,1,8732.81,0.51,8.8,0
33,high_school,male,rent,26216.35,public_sector,0,0,7559.91,0.28,10.9,0
64,master,male,own,13860.13,salary_worker,0,1,2280.29,0.21,8.0,0
39,bachelor,female,mortgage,18353.58,salary_worker,0,0,10935.14,0.25,7.9,0
23,bachelor,female,own,28776.21,public_sector,1,0,6322.99,,6.1,0
28,bachelor,female,mortgage,47973.03,salary_worker,0,1,4043.54,0.57,0.2,0
61,master,male,mortgage,40869.85,retired,0,0,5435.47,0.38,7.6,0
64,bachelor,female,rent,32773.85,retired,1,1,9060.06,0.31,2.4,1
31,bachelor,female,mortgage,25231.92,salary_worker,0,0,8311.77,0.22,5.2,0
51,high_school,male,own,23532.7,self_employed,0,1,11549.97,0.4,4.0,0
49,bachelor,male,own,12690.13,retired,0,1,10302.28,0.5,4.6,0
27,master,female,rent,16714.34,retired,0,0,4254.01,0.29,,0
43,,female,own,16961.74,self_employed,0,0,1595.8,0.51,9.4,0
55,high_school,male,mortgage,31528.33,student,0,1,8660.24,0.39,8.8,0
69,master,female,own,37243.27,self_employed,0,1,11464.64,0.32,7.9,0
63,master,female,rent,,salary_worker,0,1,7249.27,0.5,12.3,0
25,bachelor,female,rent,41448.21,self_employed,0,0,11653.16,0.25,19.7,0
32,high_school,female,own,25147.55,public_sector,0,1,4670.85,0.11,9.5,0
42,bachelor,male,mortgage,15641.48,student,0,1,6698.84,0.33,11.1,0
28,high_school,female,own,23802.13,,0,0,4883.82,0.35,8.6,0
49,high_school,male,rent,17567.81,salary_worker,0,0,11890.72,0.3,10.1,0
21,bachelor,female,rent,32729.66,self_employed,0,0,4911.23,0.55,1.0,0
26,master,female,mortgage,20710.8,retired,0,0,25157.64,0.43,0.0,0
23,high_school,female,mortgage,23287.24,public_sector,0,0,6148.13,0.32,0.0,0
35,master,male,rent,33260.64,salary_worker,0,1,12569.13,0.34,5.0,0
59,master,female,own,17439.75,retired,0,0,6191.73,0.35,13.0,0
29,high_school,female,own,37563.55,public_sector,0,0,16910.53,0.43,8.5,0
70,high_school,female,mortgage,13274.25,,0,0,16559.74,0.35,5.9,0
34,bachelor,male,rent,27943.72,public_sector,1,0,6781.33,0.31,9.8,0
23,bachelor,female,own,23367.36,salary_worker,0,0,9424.66,0.1,8.9,0
37,high_school,male,mortgage,35323.5,student,0,1,16328.65,0.21,2.1,1
58,bachelor,male,own,13115.26,salary_worker,0,1,9579.51,0.39,9.4,0
26,bachelor,male,rent,12223.85,student,0,0,4883.42,0.37,10.8,0
24,bachelor,male,rent,34115.94,salary_worker,0,0,8421.44,0.07,15.9,0
63,bachelor,female,rent,20416.22,public_sector,0,0,5369.43,0.24,7.2,0
50,high_school,male,mortgage,23368.38,,0,1,8804.75,0.17,14.3,0
38,,male,mortgage,18089.97,salary_worker,1,0,5254.76,0.59,5.9,1
58,high_school,female,rent,36708.54,student,0,0,9947.17,0.39,16.8,1
63,master,male,mortgage,27851.64,salary_worker,1,1,3029.54,0.42,5.1,0
38,master,female,rent,27127.38,salary_worker,0,0,4371.71,0.33,10.1,0
49,master,male,own,14381.11,retired,0,0,5238.17,0.23,8.6,1
21,high_school,male,mortgage,30505.96,salary_worker,0,0,7419.61,0.26,13.5,0
36,bachelor,male,own,15576.27,self_employed,1,1,3527.54,0.43,12.9,0
50,high_school,female,own,18099.71,student,0,0,4984.55,0.29,3.3,0
30,,male,own,13168.64,self_employed,0,0,12431.22,0.43,6.2,0
70,high_school,male,rent,22687.2,salary_worker,0,0,13272.38,0.37,16.0,1
69,master,female,mortgage,39301.3,public_sector,1,1,2011.24,0.39,7.9,1
33,high_school,male,rent,,public_sector,0,0,5868.12,0.4,10.8,0
40,,male,rent,19953.91,,0,0,16336.54,0.25,3.2,0
30,phd,male,mortgage,25568.49,self_employed,1,0,10019.83,0.28,6.5,0
46,bachelor,male,own,25504.91,salary_worker,0,0,10137.96,0.5,4.7,0
27,high_school,female,own,25077.62,salary_worker,0,0,11051.05,0.67,11.2,0
40,master,female,rent,26365.21,salary_worker,0,0,4781.88,0.51,10.5,0
48,bachelor,female,rent,,retired,0,1,9115.37,0.01,12.4,0
51,bachelor,female,rent,25538.5,salary_worker,1,1,10503.39,0.2,3.2,0
50,bachelor,female,own,11049.48,salary_worker,0,0,8594.64,0.36,9.7,0
32,master,male,own,31540.59,student,0,0,6525.69,0.14,7.6,1
60,bachelor,female,own,14820.44,salary_worker,0,0,7891.59,0.13,,0
55,bachelor,male,mortgage,41353.78,,1,1,4328.26,0.26,9.4,0
58,bachelor,female,mortgage,8100.2,retired,0,0,11359.23,0.4,12.7,0
44,high_school,female,rent,51714.38,self_employed,0,0,3679.62,0.45,13.8,0
65,master,male,mortgage,11641.72,salary_worker,0,1,5172.22,0.27,7.4,0
40,high_school,male,mortgage,14186.26,salary_worker,1,0,11789.7,0.26,10.8,0
61,high_school,female,mortgage,27849.65,salary_worker,1,0,9505.64,0.19,9.7,0
31,high_school,male,mortgage,32158.17,salary_worker,0,0,6208.77,,4.5,0
33,high_school,male,rent,21428.49,,0,1,3159.43,0.42,3.9,0
47,high_school,female,rent,36376.3,salary_worker,0,0,7900.07,0.5,7.3,0
48,bachelor,male,mortgage,17009.9,public_sector,0,1,5729.61,0.36,6.6,0
58,high_school,male,own,20335.81,salary_worker,0,1,10553.68,0.1,7.9,0
35,high_school,female,mortgage,21249.0,salary_worker,0,0,6098.86,0.28,5.8,0
64,master,male,mortgage,19105.32,salary_worker,0,1,3093.73,0.49,8.3,0
37,phd,male,rent,10194.66,salary_worker,0,1,3785.55,0.03,3.2,0
47,bachelor,female,own,24074.29,public_sector,0,1,6407.04,,13.6,0
67,high_school,male,mortgage,23115.23,public_sector,1,1,8602.62,0.39,,0
47,high_school,female,rent,39544.51,salary_worker,0,1,4272.11,0.7,7.2,0
55,high_school,female,mortgage,13647.68,self_employed,0,0,5339.21,0.23,6.7,0
66,high_school,female,mortgage,18256.32,salary_worker,0,1,12529.74,0.32,7.0,0
69,master,female,rent,41838.45,retired,0,1,14917.71,0.64,4.1,1
45,bachelor,female,rent,27777.45,salary_worker,0,0,9436.15,0.23,1.5,0
41,high_school,female,own,31170.3,public_sector,1,0,6927.33,0.53,8.5,0
30,phd,male,mortgage,29853.13,,0,0,5757.29,0.41,6.7,0
47,bachelor,female,own,29912.81,salary_worker,1,0,10900.6,0.3,9.0,0
66,high_school,female,rent,55241.65,self_employed,0,1,6808.98,0.42,0.9,0
45,bachelor,male,rent,25366.72,salary_worker,0,0,13441.07,0.31,14.4,0
38,high_school,female,own,15442.76,self_employed,1,0,13835.27,0.75,7.2,0
26,master,male,rent,32450.1,self_employed,0,0,10153.18,0.01,0.0,0
40,high_school,male,rent,18864.78,salary_worker,0,0,6162.94,0.29,8.3,0
32,bachelor,female,mortgage,23168.02,student,0,0,6430.38,0.29,5.6,0
69,high_school,female,rent,28755.42,salary_worker,0,1,3281.2,0.32,3.0,0
47,master,male,mortgage,16821.12,retired,0,1,7871.78,0.53,12.4,0
27,bachelor,female,mortgage,19348.45,self_employed,0,0,7738.55,0.26,11.2,0
24,bachelor,male,own,30155.78,salary_worker,0,0,3798.5,0.43,8.9,0
63,high_school,male,own,19017.4,salary_worker,0,0,29741.09,0.38,7.8,0
67,master,male,rent,,public_sector,0,0,11003.14,0.49,9.5,0
59,,female,own,15618.78,public_sector,0,1,5103.87,0.32,1.2,0
27,high_school,male,own,15595.13,public_sector,0,0,25079.49,0.4,8.3,1
25,master,female,rent,57395.73,salary_worker,0,0,6168.27,0.32,12.5,0
30,high_school,male,own,12226.95,salary_worker,0,0,12793.42,0.16,11.7,0
58,high_school,male,rent,24052.1,,0,0,8503.2,0.63,3.3,0
59,bachelor,female,rent,56003.4,retired,0,1,6285.7,0.2,8.2,0
62,high_school,female,mortgage,24031.81,salary_worker,0,0,6732.37,0.25,3.0,0
25,bachelor,female,own,44624.88,retired,0,0,17857.14,0.19,8.1,0
28,high_school,male,rent,32650.44,self_employed,0,0,13120.44,0.41,4.5,0
66,high_school,female,rent,24264.25,self_employed,0,1,7575.52,0.25,4.0,0
67,high_school,male,rent,22953.13,,0,0,2623.65,0.61,8.9,0
57,high_school,male,own,9379.74,salary_worker,0,1,9580.02,0.44,4.6,0
26,phd,female,own,21086.74,salary_worker,0,0,4082.39,0.29,4.3,0
24,bachelor,male,rent,27024.48,public_sector,0,0,10896.82,0.18,8.9,0
23,bachelor,female,own,27017.72,student,0,0,5471.29,0.32,1.6,0
55,high_school,female,mortgage,73838.57,self_employed,0,0,5795.37,0.43,6.2,0
63,bachelor,male,own,27623.75,salary_worker,0,1,5704.74,0.33,1.4,0
52,high_school,female,own,32324.0,salary_worker,0,0,14204.06,0.31,2.1,0
34,high_school,male,own,41119.32,self_employed,0,0,3067.3,0.16,12.2,0
58,bachelor,male,mortgage,31046.01,public_sector,0,1,12158.32,0.74,5.8,0
23,bachelor,female,mortgage,23418.41,salary_worker,0,0,9781.67,0.3,4.6,0
62,master,male,rent,23469.7,salary_worker,0,1,7785.75,0.09,10.9,0
65,master,female,rent,20789.54,public_sector,1,0,6333.28,0.15,14.0,0
56,master,male,rent,29729.5,salary_worker,0,1,10588.94,0.28,8.5,0
64,high_school,male,mortgage,22546.96,salary_worker,0,1,6361.3,0.69,11.6,0
50,high_school,male,rent,32248.32,public_sector,0,0,6329.72,0.31,5.3,0
44,high_school,male,mortgage,15458.44,salary_worker,0,1,8392.25,0.27,7.7,0
37,master,female,rent,26005.98,salary_worker,0,1,20865.78,0.49,7.5,0
67,master,male,own,48943.91,salary_worker,0,1,3526.0,0.51,8.8,0
55,,female,rent,22002.68,salary_worker,0,1,10672.09,0.46,11.4,0
30,high_school,male,own,55790.05,retired,0,0,7490.02,0.38,1.6,0
68,master,female,own,26203.6,public_sector,0,1,7177.26,0.14,3.9,0
23,bachelor,female,mortgage,23731.8,salary_worker,0,0,3498.77,0.2,5.6,0
50,master,female,own,25654.6,salary_worker,0,0,3085.04,,3.6,0
30,bachelor,female,own,21159.82,salary_worker,0,0,9768.93,0.3,8.4,0
54,high_school,female,mortgage,9984.11,retired,0,0,4031.37,0.26,8.4,0
41,high_school,female,mortgage,36173.38,public_sector,0,1,14171.72,0.24,7.7,0
42,phd,male,mortgage,65298.28,self_employed,1,1,4634.47,0.39,5.9,0
54,bachelor,male,mortgage,30218.0,salary_worker,0,1,10971.29,0.22,12.9,0
58,high_school,female,own,31057.46,retired,0,0,5902.73,0.28,8.4,0
40,high_school,male,mortgage,22422.79,public_sector,1,0,5749.11,,6.9,1
70,high_school,female,own,40986.79,salary_worker,0,1,4901.91,0.33,7.8,0
45,phd,male,mortgage,23916.59,salary_worker,0,0,10303.6,0.41,10.5,0
29,high_school,female,mortgage,27453.5,salary_worker,0,0,12010.84,0.1,8.4,0
21,high_school,male,rent,12035.94,self_employed,0,0,6812.11,0.42,4.0,0
31,,female,rent,19183.31,salary_worker,0,1,11216.75,0.39,14.6,0
55,bachelor,female,mortgage,28718.85,salary_worker,0,0,8159.47,0.42,9.3,1
47,high_school,male,mortgage,36616.17,public_sector,0,0,3890.04,0.36,2.9,0
37,high_school,male,own,37075.92,public_sector,0,0,9978.55,0.41,0.2,0
45,high_school,male,mortgage,11960.54,salary_worker,1,1,6868.52,0.27,10.3,0
62,high_school,female,own,12518.95,self_employed,0,1,1923.95,0.42,12.7,0
49,high_school,male,own,31661.66,salary_worker,1,1,6535.97,0.55,9.3,0
23,,male,own,17394.97,salary_worker,1,0,3192.55,0.25,10.0,0
23,,female,rent,36408.83,public_sector,0,0,4116.07,0.26,10.1,0
45,master,female,own,11689.24,self_employed,0,0,7066.19,0.45,7.5,0
41,master,female,mortgage,23288.51,retired,0,1,7774.7,0.24,0.8,0
63,high_school,female,rent,23970.84,public_sector,1,1,5119.03,0.21,4.7,0
50,high_school,female,mortgage,30218.52,public_sector,0,0,10829.35,0.42,10.7,0
58,phd,female,mortgage,,salary_worker,0,1,7608.44,0.26,9.8,0
50,master,male,rent,10046.26,salary_worker,0,0,6417.68,0.56,6.7,0
38,bachelor,male,mortgage,26293.39,retired,0,1,8298.85,,5.3,0
53,high_school,male,mortgage,30850.05,public_sector,1,0,15721.47,0.19,8.2,0
52,high_school,male,own,38305.73,retired,0,1,2483.26,0.34,6.1,0
57,bachelor,female,rent,20715.8,self_employed,1,1,16559.88,0.42,7.2,0
30,bachelor,male,rent,34511.81,salary_worker,0,0,5772.42,0.4,8.0,0
53,high_school,male,own,30290.77,salary_worker,0,1,5279.54,0.44,4.4,0
35,phd,male,rent,,salary_worker,1,1,6495.1,0.24,10.7,0
60,bachelor,female,rent,23743.77,self_employed,1,1,4975.66,0.54,6.8,0
60,bachelor,male,mortgage,11176.24,retired,0,0,4572.4,0.04,9.5,0
52,high_school,male,mortgage,23613.01,public_sector,1,0,12909.96,0.2,7.8,0
68,master,male,mortgage,25331.47,self_employed,1,1,8846.94,0.35,13.7,0
47,bachelor,male,mortgage,30735.92,salary_worker,1,1,2822.19,0.21,9.7,0
22,high_school,male,rent,12213.45,salary_worker,1,0,11740.04,0.28,9.1,0
51,bachelor,male,rent,21153.91,,0,1,10836.15,0.16,9.0,0
59,bachelor,male,mortgage,35977.41,student,0,1,3581.28,0.3,15.8,1
